Employee ID,Basic Salary,House Rent Allowance,Travel Allowance,Provident Fund,Income Tax,Insurance,Professional Tax,ESIC
EMP0928,538253,107650,10765,64590,0.1,16147,200,21530
EMP0929,649003,129800,12980,77880,0.1,19470,200,25960
EMP0930,562008,112401,11240,67440,0.1,16860,200,22480
EMP0931,592360,118472,11847,71083,0.1,17770,200,23694
EMP0932,689692,137938,13793,82763,0.1,20690,200,27587
EMP0933,770036,154007,15400,92404,0.05,23101,200,30801
EMP0934,892473,178494,17849,107096,0.05,26774,200,35698
EMP0935,816421,163284,16328,97970,0.05,24492,200,32656
EMP0936,438346,87669,8766,52601,0.1,13150,200,17533
EMP0937,396881,79376,7937,47625,0.1,11906,200,15875
EMP0938,433248,86649,8664,51989,0.1,12997,200,17329
EMP0939,754824,150964,15096,90578,0.05,22644,200,30192
EMP0940,424161,84832,8483,50899,0.1,12724,200,16966
EMP0941,641333,128266,12826,76959,0.1,19239,200,25653
EMP0942,943400,188680,18868,113208,0.05,28302,200,37736
EMP0943,747342,149468,14946,89681,0.05,22420,200,29893
EMP0944,713994,142798,14279,85679,0.05,21419,200,28559
EMP0945,661119,132223,13222,79334,0.1,19833,200,26444
EMP0946,935007,187001,18700,112200,0.05,28050,200,37400
EMP0947,525158,105031,10503,63018,0.1,15754,200,21006
EMP0948,574104,114820,11482,68892,0.1,17223,200,22964
EMP0949,853288,170657,17065,102394,0.05,25598,200,34131
EMP0950,963943,192788,19278,115673,0.05,28918,200,38557
EMP0951,609206,121841,12184,73104,0.1,18276,200,24368
EMP0952,496193,99238,9923,59543,0.1,14885,200,19847
EMP0953,936496,187299,18729,112379,0.05,28094,200,37459
EMP0954,938674,187734,18773,112640,0.05,28160,200,37546
EMP0955,991404,198280,19828,118968,0.05,29742,200,39656
EMP0956,630100,126020,12602,75612,0.1,18903,200,25204
EMP0957,952751,190550,19055,114330,0.05,28582,200,38110
EMP0958,821542,164308,16430,98585,0.05,24646,200,32861
EMP0959,463821,92764,9276,55658,0.1,13914,200,18552
EMP0960,965882,193176,19317,115905,0.05,28976,200,38635
EMP0961,847071,169414,16941,101648,0.05,25412,200,33882
EMP0962,602135,120427,12042,72256,0.1,18064,200,24085
EMP0963,519259,103851,10385,62311,0.1,15577,200,20770
EMP0964,393816,78763,7876,47257,0.1,11814,200,15752
EMP0965,350275,70055,7005,42033,0.1,10508,200,14011
EMP0966,733558,146711,14671,88026,0.05,22006,200,29342
EMP0967,939816,187963,18796,112777,0.05,28194,200,37592
EMP0968,768472,153694,15369,92216,0.05,23054,200,30738
EMP0969,677132,135426,13542,81255,0.1,20313,200,27085
EMP0970,620530,124106,12410,74463,0.1,18615,200,24821
EMP0971,460056,92011,9201,55206,0.1,13801,200,18402
EMP0972,790475,158095,15809,94857,0.05,23714,200,31619
EMP0973,891847,178369,17836,107021,0.05,26755,200,35673
EMP0974,665679,133135,13313,79881,0.1,19970,200,26627
EMP0975,691395,138279,13827,82967,0.1,20741,200,27655
EMP0976,306216,61243,6124,36745,0.1,9186,200,12248
EMP0977,600611,120122,12012,72073,0.1,18018,200,24024
EMP0978,571792,114358,11435,68615,0.1,17153,200,22871
EMP0979,421508,84301,8430,50580,0.1,12645,200,16860
EMP0980,554649,110929,11092,66557,0.1,16639,200,22185
EMP0981,471145,94229,9422,56537,0.1,14134,200,18845
EMP0982,646692,129338,12933,77603,0.1,19400,200,25867
EMP0983,692043,138408,13840,83045,0.1,20761,200,27681
EMP0984,603320,120664,12066,72398,0.1,18099,200,24132
EMP0985,552912,110582,11058,66349,0.1,16587,200,22116
EMP0986,989374,197874,19787,118724,0.05,29681,200,39574
EMP0987,912581,182516,18251,109509,0.05,27377,200,36503
EMP0988,783333,156666,15666,93999,0.05,23499,200,31333
EMP0989,533772,106754,10675,64052,0.1,16013,200,21350
EMP0990,698946,139789,13978,83873,0.1,20968,200,27957
EMP0991,883783,176756,17675,106053,0.05,26513,200,35351
EMP0992,570095,114019,11401,68411,0.1,17102,200,22803
EMP0993,459143,91828,9182,55097,0.1,13774,200,18365
EMP0994,993502,198700,19870,119220,0.05,29805,200,39740
EMP0995,359010,71802,7180,43081,0.1,10770,200,14360
EMP0996,751039,150207,15020,90124,0.05,22531,200,30041
EMP0997,822792,164558,16455,98735,0.05,24683,200,32911
EMP0998,536655,107331,10733,64398,0.1,16099,200,21466
EMP0999,618547,123709,12370,74225,0.1,18556,200,24741
EMP1000,698737,139747,13974,83848,0.1,20962,200,27949
EMP1001,575810,115162,11516,69097,0.1,17274,200,23032
EMP1002,914697,182939,18293,109763,0.05,27440,200,36587
EMP1003,306494,61298,6129,36779,0.1,9194,200,12259
EMP1004,981539,196307,19630,117784,0.05,29446,200,39261
EMP1005,332250,66450,6645,39870,0.1,9967,200,13290
EMP1006,452487,90497,9049,54298,0.1,13574,200,18099
EMP1007,914255,182851,18285,109710,0.05,27427,200,36570
EMP1008,541296,108259,10825,64955,0.1,16238,200,21651
EMP1009,823398,164679,16467,98807,0.05,24701,200,32935
EMP1010,456334,91266,9126,54760,0.1,13690,200,18253
EMP1011,916671,183334,18333,110000,0.05,27500,200,36666
EMP1012,801678,160335,16033,96201,0.05,24050,200,32067
EMP1013,324220,64844,6484,38906,0.1,9726,200,12968
EMP1014,418096,83619,8361,50171,0.1,12542,200,16723
EMP1015,993573,198714,19871,119228,0.05,29807,200,39742
EMP1016,461333,92266,9226,55359,0.1,13839,200,18453
EMP1017,451541,90308,9030,54184,0.1,13546,200,18061
EMP1018,325123,65024,6502,39014,0.1,9753,200,13004
EMP1019,363926,72785,7278,43671,0.1,10917,200,14557
EMP1020,785146,157029,15702,94217,0.05,23554,200,31405
EMP1021,389287,77857,7785,46714,0.1,11678,200,15571
EMP1022,887710,177542,17754,106525,0.05,26631,200,35508
EMP1023,902592,180518,18051,108311,0.05,27077,200,36103
EMP1024,390522,78104,7810,46862,0.1,11715,200,15620
EMP1025,925620,185124,18512,111074,0.05,27768,200,37024
EMP1026,371775,74355,7435,44613,0.1,11153,200,14871
EMP1027,498339,99667,9966,59800,0.1,14950,200,19933
EMP1028,869288,173857,17385,104314,0.05,26078,200,34771
EMP1029,708637,141727,14172,85036,0.05,21259,200,28345
EMP1030,363603,72720,7272,43632,0.1,10908,200,14544
EMP1031,300670,60134,6013,36080,0.1,9020,200,12026
EMP1032,601481,120296,12029,72177,0.1,18044,200,24059
EMP1033,862005,172401,17240,103440,0.05,25860,200,34480
EMP1034,870153,174030,17403,104418,0.05,26104,200,34806
EMP1035,572642,114528,11452,68717,0.1,17179,200,22905
EMP1036,584153,116830,11683,70098,0.1,17524,200,23366
EMP1037,542877,108575,10857,65145,0.1,16286,200,21715
EMP1038,392291,78458,7845,47074,0.1,11768,200,15691
EMP1039,880119,176023,17602,105614,0.05,26403,200,35204
EMP1040,391923,78384,7838,47030,0.1,11757,200,15676
EMP1041,548557,109711,10971,65826,0.1,16456,200,21942
EMP1042,891196,178239,17823,106943,0.05,26735,200,35647
EMP1043,402970,80594,8059,48356,0.1,12089,200,16118
EMP1044,678666,135733,13573,81439,0.1,20359,200,27146
EMP1045,643314,128662,12866,77197,0.1,19299,200,25732
EMP1046,915521,183104,18310,109862,0.05,27465,200,36620
EMP1047,726309,145261,14526,87157,0.05,21789,200,29052
EMP1048,535707,107141,10714,64284,0.1,16071,200,21428
EMP1049,918825,183765,18376,110259,0.05,27564,200,36753
EMP1050,607208,121441,12144,72864,0.1,18216,200,24288
EMP1051,793695,158739,15873,95243,0.05,23810,200,31747
EMP1052,330418,66083,6608,39650,0.1,9912,200,13216
EMP1053,553253,110650,11065,66390,0.1,16597,200,22130
EMP1054,418100,83620,8362,50172,0.1,12543,200,16724
EMP1055,786617,157323,15732,94394,0.05,23598,200,31464
EMP1056,371418,74283,7428,44570,0.1,11142,200,14856
EMP1057,875781,175156,17515,105093,0.05,26273,200,35031
EMP1058,930814,186162,18616,111697,0.05,27924,200,37232
EMP1059,383676,76735,7673,46041,0.1,11510,200,15347
EMP1060,684451,136890,13689,82134,0.1,20533,200,27378
EMP1061,638601,127720,12772,76632,0.1,19158,200,25544
EMP1062,470917,94183,9418,56510,0.1,14127,200,18836
EMP1063,711005,142201,14220,85320,0.05,21330,200,28440
EMP1064,593417,118683,11868,71210,0.1,17802,200,23736
EMP1065,650875,130175,13017,78105,0.1,19526,200,26035
EMP1066,549464,109892,10989,65935,0.1,16483,200,21978
EMP1067,798582,159716,15971,95829,0.05,23957,200,31943
EMP1068,927215,185443,18544,111265,0.05,27816,200,37088
EMP1069,354382,70876,7087,42525,0.1,10631,200,14175
EMP1070,388812,77762,7776,46657,0.1,11664,200,15552
EMP1071,385813,77162,7716,46297,0.1,11574,200,15432
EMP1072,945074,189014,18901,113408,0.05,28352,200,37802
EMP1073,713442,142688,14268,85613,0.05,21403,200,28537
EMP1074,391366,78273,7827,46963,0.1,11740,200,15654
EMP1075,392859,78571,7857,47143,0.1,11785,200,15714
EMP1076,871656,174331,17433,104598,0.05,26149,200,34866
EMP1077,442474,88494,8849,53096,0.1,13274,200,17698
EMP1078,645403,129080,12908,77448,0.1,19362,200,25816
EMP1079,787402,157480,15748,94488,0.05,23622,200,31496
EMP1080,942220,188444,18844,113066,0.05,28266,200,37688
EMP1081,689322,137864,13786,82718,0.1,20679,200,27572
EMP1082,782516,156503,15650,93901,0.05,23475,200,31300
EMP1083,599584,119916,11991,71950,0.1,17987,200,23983
EMP1084,408755,81751,8175,49050,0.1,12262,200,16350
EMP1085,442885,88577,8857,53146,0.1,13286,200,17715
EMP1086,823809,164761,16476,98857,0.05,24714,200,32952
EMP1087,467686,93537,9353,56122,0.1,14030,200,18707
EMP1088,395193,79038,7903,47423,0.1,11855,200,15807
EMP1089,516945,103389,10338,62033,0.1,15508,200,20677
EMP1090,708813,141762,14176,85057,0.05,21264,200,28352
EMP1091,602086,120417,12041,72250,0.1,18062,200,24083
EMP1092,478363,95672,9567,57403,0.1,14350,200,19134
EMP1093,961068,192213,19221,115328,0.05,28832,200,38442
EMP1094,456274,91254,9125,54752,0.1,13688,200,18250
EMP1095,476429,95285,9528,57171,0.1,14292,200,19057
EMP1096,999607,199921,19992,119952,0.05,29988,200,39984
EMP1097,331958,66391,6639,39834,0.1,9958,200,13278
EMP1098,523123,104624,10462,62774,0.1,15693,200,20924
EMP1099,845698,169139,16913,101483,0.05,25370,200,33827
EMP1100,776509,155301,15530,93181,0.05,23295,200,31060
EMP1101,351922,70384,7038,42230,0.1,10557,200,14076
EMP1102,748743,149748,14974,89849,0.05,22462,200,29949
EMP1103,327127,65425,6542,39255,0.1,9813,200,13085
EMP1104,575165,115033,11503,69019,0.1,17254,200,23006
EMP1105,402503,80500,8050,48300,0.1,12075,200,16100
EMP1106,635429,127085,12708,76251,0.1,19062,200,25417
EMP1107,632870,126574,12657,75944,0.1,18986,200,25314
EMP1108,391971,78394,7839,47036,0.1,11759,200,15678
EMP1109,933270,186654,18665,111992,0.05,27998,200,37330
EMP1110,774292,154858,15485,92915,0.05,23228,200,30971
EMP1111,666450,133290,13329,79974,0.1,19993,200,26658
EMP1112,522376,104475,10447,62685,0.1,15671,200,20895
EMP1113,359927,71985,7198,43191,0.1,10797,200,14397
EMP1114,397691,79538,7953,47722,0.1,11930,200,15907
EMP1115,341175,68235,6823,40941,0.1,10235,200,13647
EMP1116,935739,187147,18714,112288,0.05,28072,200,37429
EMP1117,874198,174839,17483,104903,0.05,26225,200,34967
EMP1118,620046,124009,12400,74405,0.1,18601,200,24801
EMP1119,619228,123845,12384,74307,0.1,18576,200,24769
EMP1120,888235,177647,17764,106588,0.05,26647,200,35529
EMP1121,471105,94221,9422,56532,0.1,14133,200,18844
EMP1122,552717,110543,11054,66326,0.1,16581,200,22108
EMP1123,848586,169717,16971,101830,0.05,25457,200,33943
EMP1124,657931,131586,13158,78951,0.1,19737,200,26317
EMP1125,989891,197978,19797,118786,0.05,29696,200,39595
EMP1126,326053,65210,6521,39126,0.1,9781,200,13042
EMP1127,466734,93346,9334,56008,0.1,14002,200,18669
EMP1128,754441,150888,15088,90532,0.05,22633,200,30177
EMP1129,468833,93766,9376,56259,0.1,14064,200,18753
EMP1130,620394,124078,12407,74447,0.1,18611,200,24815
EMP1131,762365,152473,15247,91483,0.05,22870,200,30494
EMP1132,903980,180796,18079,108477,0.05,27119,200,36159
EMP1133,716961,143392,14339,86035,0.05,21508,200,28678
EMP1134,328688,65737,6573,39442,0.1,9860,200,13147
EMP1135,553038,110607,11060,66364,0.1,16591,200,22121
EMP1136,645506,129101,12910,77460,0.1,19365,200,25820
EMP1137,549162,109832,10983,65899,0.1,16474,200,21966
EMP1138,850997,170199,17019,102119,0.05,25529,200,34039
EMP1139,758011,151602,15160,90961,0.05,22740,200,30320
EMP1140,559746,111949,11194,67169,0.1,16792,200,22389
EMP1141,330525,66105,6610,39663,0.1,9915,200,13221
EMP1142,617322,123464,12346,74078,0.1,18519,200,24692
EMP1143,469563,93912,9391,56347,0.1,14086,200,18782
EMP1144,664411,132882,13288,79729,0.1,19932,200,26576
EMP1145,988346,197669,19766,118601,0.05,29650,200,39533
EMP1146,369531,73906,7390,44343,0.1,11085,200,14781
EMP1147,363182,72636,7263,43581,0.1,10895,200,14527
EMP1148,539061,107812,10781,64687,0.1,16171,200,21562
EMP1149,652731,130546,13054,78327,0.1,19581,200,26109
EMP1150,615530,123106,12310,73863,0.1,18465,200,24621
EMP1151,926455,185291,18529,111174,0.05,27793,200,37058
EMP1152,489938,97987,9798,58792,0.1,14698,200,19597
EMP1153,351210,70242,7024,42145,0.1,10536,200,14048
EMP1154,406475,81295,8129,48777,0.1,12194,200,16259
EMP1155,744877,148975,14897,89385,0.05,22346,200,29795
EMP1156,473053,94610,9461,56766,0.1,14191,200,18922
EMP1157,330767,66153,6615,39692,0.1,9923,200,13230
EMP1158,763615,152723,15272,91633,0.05,22908,200,30544
EMP1159,727222,145444,14544,87266,0.05,21816,200,29088
EMP1160,609207,121841,12184,73104,0.1,18276,200,24368
EMP1161,819060,163812,16381,98287,0.05,24571,200,32762
EMP1162,519101,103820,10382,62292,0.1,15573,200,20764
EMP1163,382633,76526,7652,45915,0.1,11478,200,15305
EMP1164,643207,128641,12864,77184,0.1,19296,200,25728
EMP1165,656724,131344,13134,78806,0.1,19701,200,26268
EMP1166,925036,185007,18500,111004,0.05,27751,200,37001
EMP1167,960427,192085,19208,115251,0.05,28812,200,38417
EMP1168,886730,177346,17734,106407,0.05,26601,200,35469
EMP1169,523703,104740,10474,62844,0.1,15711,200,20948
EMP1170,997637,199527,19952,119716,0.05,29929,200,39905
EMP1171,348406,69681,6968,41808,0.1,10452,200,13936
EMP1172,796669,159333,15933,95600,0.05,23900,200,31866
EMP1173,585280,117056,11705,70233,0.1,17558,200,23411
EMP1174,409347,81869,8186,49121,0.1,12280,200,16373
EMP1175,501836,100367,10036,60220,0.1,15055,200,20073
EMP1176,650284,130056,13005,78034,0.1,19508,200,26011
EMP1177,844720,168944,16894,101366,0.05,25341,200,33788
EMP1178,606433,121286,12128,72771,0.1,18192,200,24257
EMP1179,481629,96325,9632,57795,0.1,14448,200,19265
EMP1180,722054,144410,14441,86646,0.05,21661,200,28882
EMP1181,666584,133316,13331,79990,0.1,19997,200,26663
EMP1182,451535,90307,9030,54184,0.1,13546,200,18061
EMP1183,815441,163088,16308,97852,0.05,24463,200,32617
EMP1184,796663,159332,15933,95599,0.05,23899,200,31866
EMP1185,853765,170753,17075,102451,0.05,25612,200,34150
EMP1186,548277,109655,10965,65793,0.1,16448,200,21931
EMP1187,500159,100031,10003,60019,0.1,15004,200,20006
EMP1188,753993,150798,15079,90479,0.05,22619,200,30159
EMP1189,570040,114008,11400,68404,0.1,17101,200,22801
EMP1190,664995,132999,13299,79799,0.1,19949,200,26599
EMP1191,982330,196466,19646,117879,0.05,29469,200,39293
EMP1192,512646,102529,10252,61517,0.1,15379,200,20505
EMP1193,982937,196587,19658,117952,0.05,29488,200,39317
EMP1194,520949,104189,10418,62513,0.1,15628,200,20837
EMP1195,358218,71643,7164,42986,0.1,10746,200,14328
EMP1196,922506,184501,18450,110700,0.05,27675,200,36900
EMP1197,710777,142155,14215,85293,0.05,21323,200,28431
EMP1198,766073,153214,15321,91928,0.05,22982,200,30642
EMP1199,849083,169816,16981,101889,0.05,25472,200,33963
EMP1200,611407,122281,12228,73368,0.1,18342,200,24456
EMP1201,745152,149030,14903,89418,0.05,22354,200,29806
EMP1202,409865,81973,8197,49183,0.1,12295,200,16394
EMP1203,999385,199877,19987,119926,0.05,29981,200,39975
EMP1204,777801,155560,15556,93336,0.05,23334,200,31112
EMP1205,594048,118809,11880,71285,0.1,17821,200,23761
EMP1206,580452,116090,11609,69654,0.1,17413,200,23218
EMP1207,561372,112274,11227,67364,0.1,16841,200,22454
EMP1208,612478,122495,12249,73497,0.1,18374,200,24499
EMP1209,466901,93380,9338,56028,0.1,14007,200,18676
EMP1210,411184,82236,8223,49342,0.1,12335,200,16447
EMP1211,805616,161123,16112,96673,0.05,24168,200,32224
EMP1212,797253,159450,15945,95670,0.05,23917,200,31890
EMP1213,966674,193334,19333,116000,0.05,29000,200,38666
EMP1214,717245,143449,14344,86069,0.05,21517,200,28689
EMP1215,304131,60826,6082,36495,0.1,9123,200,12165
EMP1216,319204,63840,6384,38304,0.1,9576,200,12768
EMP1217,863685,172737,17273,103642,0.05,25910,200,34547
EMP1218,623321,124664,12466,74798,0.1,18699,200,24932
EMP1219,591356,118271,11827,70962,0.1,17740,200,23654
EMP1220,696785,139357,13935,83614,0.1,20903,200,27871
EMP1221,935428,187085,18708,112251,0.05,28062,200,37417
EMP1222,725119,145023,14502,87014,0.05,21753,200,29004
EMP1223,659924,131984,13198,79190,0.1,19797,200,26396
EMP1224,865835,173167,17316,103900,0.05,25975,200,34633
EMP1225,960427,192085,19208,115251,0.05,28812,200,38417
EMP1226,870281,174056,17405,104433,0.05,26108,200,34811
EMP1227,597937,119587,11958,71752,0.1,17938,200,23917
EMP1228,585525,117105,11710,70263,0.1,17565,200,23421
EMP1229,588706,117741,11774,70644,0.1,17661,200,23548
EMP1230,615656,123131,12313,73878,0.1,18469,200,24626
EMP1231,772588,154517,15451,92710,0.05,23177,200,30903
EMP1232,452669,90533,9053,54320,0.1,13580,200,18106
EMP1233,589152,117830,11783,70698,0.1,17674,200,23566
EMP1234,630900,126180,12618,75708,0.1,18927,200,25236
EMP1235,832937,166587,16658,99952,0.05,24988,200,33317
EMP1236,438299,87659,8765,52595,0.1,13148,200,17531
EMP1237,738747,147749,14774,88649,0.05,22162,200,29549
EMP1238,943190,188638,18863,113182,0.05,28295,200,37727
EMP1239,907725,181545,18154,108927,0.05,27231,200,36309
EMP1240,724820,144964,14496,86978,0.05,21744,200,28992
EMP1241,582006,116401,11640,69840,0.1,17460,200,23280
EMP1242,894086,178817,17881,107290,0.05,26822,200,35763
EMP1243,335722,67144,6714,40286,0.1,10071,200,13428
EMP1244,910390,182078,18207,109246,0.05,27311,200,36415
EMP1245,972771,194554,19455,116732,0.05,29183,200,38910
EMP1246,979093,195818,19581,117491,0.05,29372,200,39163
EMP1247,458438,91687,9168,55012,0.1,13753,200,18337
EMP1248,635714,127142,12714,76285,0.1,19071,200,25428
EMP1249,691467,138293,13829,82976,0.1,20744,200,27658
EMP1250,694037,138807,13880,83284,0.1,20821,200,27761
EMP1251,903257,180651,18065,108390,0.05,27097,200,36130
EMP1252,353040,70608,7060,42364,0.1,10591,200,14121
EMP1253,751658,150331,15033,90198,0.05,22549,200,30066
EMP1254,678503,135700,13570,81420,0.1,20355,200,27140
EMP1255,607114,121422,12142,72853,0.1,18213,200,24284
EMP1256,312811,62562,6256,37537,0.1,9384,200,12512
EMP1257,649190,129838,12983,77902,0.1,19475,200,25967
EMP1258,823615,164723,16472,98833,0.05,24708,200,32944
EMP1259,477137,95427,9542,57256,0.1,14314,200,19085
EMP1260,707040,141408,14140,84844,0.05,21211,200,28281
EMP1261,673996,134799,13479,80879,0.1,20219,200,26959
EMP1262,892995,178599,17859,107159,0.05,26789,200,35719
EMP1263,623199,124639,12463,74783,0.1,18695,200,24927
EMP1264,598306,119661,11966,71796,0.1,17949,200,23932
EMP1265,367769,73553,7355,44132,0.1,11033,200,14710
EMP1266,484497,96899,9689,58139,0.1,14534,200,19379
EMP1267,354655,70931,7093,42558,0.1,10639,200,14186
EMP1268,604813,120962,12096,72577,0.1,18144,200,24192
EMP1269,858768,171753,17175,103052,0.05,25763,200,34350
EMP1270,709138,141827,14182,85096,0.05,21274,200,28365
EMP1271,673126,134625,13462,80775,0.1,20193,200,26925
EMP1272,707415,141483,14148,84889,0.05,21222,200,28296
EMP1273,714171,142834,14283,85700,0.05,21425,200,28566
EMP1274,925852,185170,18517,111102,0.05,27775,200,37034
EMP1275,553939,110787,11078,66472,0.1,16618,200,22157
EMP1276,841090,168218,16821,100930,0.05,25232,200,33643
EMP1277,725707,145141,14514,87084,0.05,21771,200,29028
EMP1278,616143,123228,12322,73937,0.1,18484,200,24645
EMP1279,332018,66403,6640,39842,0.1,9960,200,13280
EMP1280,726780,145356,14535,87213,0.05,21803,200,29071
EMP1281,875494,175098,17509,105059,0.05,26264,200,35019
EMP1282,593576,118715,11871,71229,0.1,17807,200,23743
EMP1283,448435,89687,8968,53812,0.1,13453,200,17937
EMP1284,957818,191563,19156,114938,0.05,28734,200,38312
EMP1285,802986,160597,16059,96358,0.05,24089,200,32119
EMP1286,851665,170333,17033,102199,0.05,25549,200,34066
EMP1287,322800,64560,6456,38736,0.1,9684,200,12912
EMP1288,680527,136105,13610,81663,0.1,20415,200,27221
EMP1289,669577,133915,13391,80349,0.1,20087,200,26783
EMP1290,409549,81909,8190,49145,0.1,12286,200,16381
EMP1291,668902,133780,13378,80268,0.1,20067,200,26756
EMP1292,920508,184101,18410,110460,0.05,27615,200,36820
EMP1293,597382,119476,11947,71685,0.1,17921,200,23895
EMP1294,377973,75594,7559,45356,0.1,11339,200,15118
EMP1295,712219,142443,14244,85466,0.05,21366,200,28488
EMP1296,740008,148001,14800,88800,0.05,22200,200,29600
EMP1297,737215,147443,14744,88465,0.05,22116,200,29488
EMP1298,374802,74960,7496,44976,0.1,11244,200,14992
EMP1299,676784,135356,13535,81214,0.1,20303,200,27071
EMP1300,562649,112529,11252,67517,0.1,16879,200,22505
EMP1301,717809,143561,14356,86137,0.05,21534,200,28712
EMP1302,581025,116205,11620,69723,0.1,17430,200,23241
EMP1303,578595,115719,11571,69431,0.1,17357,200,23143
EMP1304,556147,111229,11122,66737,0.1,16684,200,22245
EMP1305,562819,112563,11256,67538,0.1,16884,200,22512
EMP1306,506116,101223,10122,60733,0.1,15183,200,20244
EMP1307,583296,116659,11665,69995,0.1,17498,200,23331
EMP1308,593344,118668,11866,71201,0.1,17800,200,23733
EMP1309,932969,186593,18659,111956,0.05,27989,200,37318
EMP1310,506039,101207,10120,60724,0.1,15181,200,20241
EMP1311,462424,92484,9248,55490,0.1,13872,200,18496
EMP1312,953871,190774,19077,114464,0.05,28616,200,38154
EMP1313,520345,104069,10406,62441,0.1,15610,200,20813
EMP1314,976862,195372,19537,117223,0.05,29305,200,39074
EMP1315,999327,199865,19986,119919,0.05,29979,200,39973
EMP1316,889095,177819,17781,106691,0.05,26672,200,35563
EMP1317,365961,73192,7319,43915,0.1,10978,200,14638
EMP1318,955251,191050,19105,114630,0.05,28657,200,38210
EMP1319,980739,196147,19614,117688,0.05,29422,200,39229
EMP1320,399555,79911,7991,47946,0.1,11986,200,15982
EMP1321,676785,135357,13535,81214,0.1,20303,200,27071
EMP1322,394266,78853,7885,47311,0.1,11827,200,15770
EMP1323,591040,118208,11820,70924,0.1,17731,200,23641
EMP1324,323787,64757,6475,38854,0.1,9713,200,12951
EMP1325,942545,188509,18850,113105,0.05,28276,200,37701
EMP1326,808890,161778,16177,97066,0.05,24266,200,32355
EMP1327,458261,91652,9165,54991,0.1,13747,200,18330
EMP1328,684684,136936,13693,82162,0.1,20540,200,27387
EMP1329,875244,175048,17504,105029,0.05,26257,200,35009
EMP1330,644042,128808,12880,77285,0.1,19321,200,25761
EMP1331,586183,117236,11723,70341,0.1,17585,200,23447
EMP1332,879590,175918,17591,105550,0.05,26387,200,35183
EMP1333,450799,90159,9015,54095,0.1,13523,200,18031
EMP1334,941852,188370,18837,113022,0.05,28255,200,37674
EMP1335,593290,118658,11865,71194,0.1,17798,200,23731
EMP1336,300649,60129,6012,36077,0.1,9019,200,12025
EMP1337,646216,129243,12924,77545,0.1,19386,200,25848
EMP1338,754276,150855,15085,90513,0.05,22628,200,30171
EMP1339,636579,127315,12731,76389,0.1,19097,200,25463
EMP1340,814354,162870,16287,97722,0.05,24430,200,32574
EMP1341,514992,102998,10299,61799,0.1,15449,200,20599
EMP1342,481154,96230,9623,57738,0.1,14434,200,19246
EMP1343,923163,184632,18463,110779,0.05,27694,200,36926
EMP1344,345334,69066,6906,41440,0.1,10360,200,13813
EMP1345,396764,79352,7935,47611,0.1,11902,200,15870
EMP1346,582572,116514,11651,69908,0.1,17477,200,23302
EMP1347,584216,116843,11684,70105,0.1,17526,200,23368
EMP1348,768391,153678,15367,92206,0.05,23051,200,30735
EMP1349,870316,174063,17406,104437,0.05,26109,200,34812
EMP1350,488374,97674,9767,58604,0.1,14651,200,19534
EMP1351,720803,144160,14416,86496,0.05,21624,200,28832
EMP1352,624846,124969,12496,74981,0.1,18745,200,24993
EMP1353,782174,156434,15643,93860,0.05,23465,200,31286
EMP1354,345380,69076,6907,41445,0.1,10361,200,13815
EMP1355,617008,123401,12340,74040,0.1,18510,200,24680
EMP1356,729165,145833,14583,87499,0.05,21874,200,29166
EMP1357,698187,139637,13963,83782,0.1,20945,200,27927
EMP1358,930279,186055,18605,111633,0.05,27908,200,37211
EMP1359,765044,153008,15300,91805,0.05,22951,200,30601
EMP1360,755508,151101,15110,90660,0.05,22665,200,30220
EMP1361,367856,73571,7357,44142,0.1,11035,200,14714
EMP1362,386099,77219,7721,46331,0.1,11582,200,15443
EMP1363,616222,123244,12324,73946,0.1,18486,200,24648
EMP1364,668045,133609,13360,80165,0.1,20041,200,26721
EMP1365,981718,196343,19634,117806,0.05,29451,200,39268
EMP1366,655037,131007,13100,78604,0.1,19651,200,26201
EMP1367,890699,178139,17813,106883,0.05,26720,200,35627
EMP1368,436502,87300,8730,52380,0.1,13095,200,17460
EMP1369,888530,177706,17770,106623,0.05,26655,200,35541
EMP1370,803733,160746,16074,96447,0.05,24111,200,32149
EMP1371,464132,92826,9282,55695,0.1,13923,200,18565
EMP1372,706151,141230,14123,84738,0.05,21184,200,28246
EMP1373,514041,102808,10280,61684,0.1,15421,200,20561
EMP1374,380972,76194,7619,45716,0.1,11429,200,15238
EMP1375,752927,150585,15058,90351,0.05,22587,200,30117
EMP1376,685610,137122,13712,82273,0.1,20568,200,27424
EMP1377,588880,117776,11777,70665,0.1,17666,200,23555
EMP1378,758543,151708,15170,91025,0.05,22756,200,30341
EMP1379,687394,137478,13747,82487,0.1,20621,200,27495
EMP1380,594801,118960,11896,71376,0.1,17844,200,23792
EMP1381,547188,109437,10943,65662,0.1,16415,200,21887
EMP1382,687543,137508,13750,82505,0.1,20626,200,27501
EMP1383,449038,89807,8980,53884,0.1,13471,200,17961
EMP1384,853742,170748,17074,102449,0.05,25612,200,34149
EMP1385,516313,103262,10326,61957,0.1,15489,200,20652
EMP1386,384323,76864,7686,46118,0.1,11529,200,15372
EMP1387,900133,180026,18002,108015,0.05,27003,200,36005
EMP1388,439368,87873,8787,52724,0.1,13181,200,17574
EMP1389,462978,92595,9259,55557,0.1,13889,200,18519
EMP1390,475818,95163,9516,57098,0.1,14274,200,19032
EMP1391,585798,117159,11715,70295,0.1,17573,200,23431
